ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude,source_url
Langata,2022-03-30 00:00:00,0.1,3.84,0.56,68.38,27.95,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-03-31 00:00:00,8.2,28.48,0.4,63.08,26.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-01 00:00:00,8.85,30.63,0.64,77.19,26.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-02 00:00:00,3.83,13.63,0.76,70.47,26.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-03 00:00:00,2.49,8.54,0.74,77.04,20.39,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-04 00:00:00,2.46,10.63,0.36,65.74,26.72,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-05 00:00:00,4.23,13.0,0.56,64.34,26.44,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-06 00:00:00,6.63,20.02,0.4,79.66,26.62,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-07 00:00:00,5.69,20.09,0.78,66.71,21.59,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-08 00:00:00,8.2,24.66,0.34,60.51,27.08,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-09 00:00:00,3.7,12.32,0.64,71.18,22.88,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-10 00:00:00,0.18,2.7,0.37,72.45,21.19,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-11 00:00:00,8.72,27.79,0.33,77.07,21.24,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-12 00:00:00,7.25,23.49,0.57,86.0,26.9,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-13 00:00:00,7.52,27.04,0.5,78.2,21.6,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-14 00:00:00,6.73,22.2,0.36,86.92,24.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-15 00:00:00,5.43,18.43,0.46,75.09,25.66,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-16 00:00:00,0.37,5.32,0.63,70.75,21.63,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-17 00:00:00,10.0,34.45,0.58,85.53,21.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-18 00:00:00,4.04,15.85,0.35,64.23,20.55,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-19 00:00:00,0.75,6.83,0.6,78.3,23.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-20 00:00:00,4.74,15.58,0.63,85.08,18.93,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-21 00:00:00,1.45,7.6,0.39,85.06,25.83,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-22 00:00:00,6.42,22.73,0.64,82.65,23.9,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-23 00:00:00,5.14,19.17,0.5,88.4,20.37,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-24 00:00:00,1.34,5.16,0.38,89.49,19.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-25 00:00:00,8.44,26.82,0.62,82.42,20.33,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-26 00:00:00,7.49,24.75,0.34,76.89,27.93,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-27 00:00:00,7.59,23.59,0.67,61.44,19.24,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-28 00:00:00,6.05,18.77,0.35,62.59,26.59,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-29 00:00:00,1.49,6.29,0.5,84.48,20.73,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-04-30 00:00:00,1.8,5.78,0.46,68.11,23.05,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-01 00:00:00,0.53,5.11,0.48,89.06,25.27,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-02 00:00:00,7.52,25.26,0.78,64.17,18.75,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-03 00:00:00,2.47,10.99,0.63,87.93,21.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-04 00:00:00,9.77,33.57,0.56,82.67,21.07,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-05 00:00:00,8.41,27.59,0.65,86.62,20.7,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-06 00:00:00,5.81,18.74,0.39,74.02,24.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-07 00:00:00,7.64,26.49,0.7,60.19,24.89,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-08 00:00:00,1.42,4.79,0.71,65.69,21.73,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-09 00:00:00,9.24,30.6,0.68,89.87,26.59,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-10 00:00:00,5.38,18.86,0.48,82.35,27.84,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-11 00:00:00,2.88,10.37,0.64,80.53,23.53,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-12 00:00:00,5.1,19.84,0.73,61.98,25.3,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-13 00:00:00,8.96,29.86,0.71,80.13,23.13,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-14 00:00:00,9.35,28.69,0.37,80.63,26.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-15 00:00:00,4.37,14.85,0.51,87.44,26.32,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-16 00:00:00,8.16,26.15,0.38,63.79,25.48,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-17 00:00:00,3.93,16.44,0.64,88.25,25.62,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-18 00:00:00,3.88,15.11,0.5,71.14,26.28,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-19 00:00:00,2.71,11.72,0.6,81.68,20.58,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-20 00:00:00,7.84,27.62,0.38,77.21,20.21,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-21 00:00:00,2.07,9.68,0.41,79.26,18.21,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-22 00:00:00,3.24,13.54,0.33,78.12,24.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-23 00:00:00,2.04,10.29,0.35,83.66,22.37,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-24 00:00:00,1.38,4.4,0.6,83.49,24.28,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-25 00:00:00,5.29,17.1,0.54,74.25,18.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-26 00:00:00,3.97,15.07,0.79,77.91,22.46,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-27 00:00:00,1.75,7.41,0.72,76.06,23.57,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-28 00:00:00,1.13,7.05,0.63,61.52,23.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-29 00:00:00,8.78,30.53,0.79,68.11,26.6,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-30 00:00:00,7.56,26.56,0.64,71.57,22.31,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-05-31 00:00:00,2.71,11.49,0.3,60.56,24.04,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-01 00:00:00,1.99,6.49,0.24,68.66,22.04,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-02 00:00:00,1.38,5.1,0.18,60.66,18.99,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-03 00:00:00,0.59,2.03,0.07,61.38,20.99,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-04 00:00:00,0.2,0.66,0.12,51.64,18.79,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-05 00:00:00,1.52,5.38,0.22,46.9,18.64,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-06 00:00:00,1.06,3.64,0.15,54.76,17.7,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-07 00:00:00,0.96,3.88,0.19,50.4,23.79,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-08 00:00:00,1.58,5.12,0.13,50.55,17.87,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-09 00:00:00,0.36,1.89,0.09,42.5,21.98,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-10 00:00:00,1.02,3.96,0.13,53.98,18.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-11 00:00:00,0.65,2.87,0.11,41.98,21.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-12 00:00:00,1.02,3.77,0.24,61.32,23.41,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-13 00:00:00,0.32,1.34,0.2,62.68,21.5,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-14 00:00:00,1.66,5.03,0.1,65.79,18.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-15 00:00:00,1.61,5.54,0.22,54.07,17.78,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-16 00:00:00,0.83,3.23,0.04,67.26,19.44,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-17 00:00:00,0.23,1.3,0.1,64.59,17.6,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-18 00:00:00,1.76,5.58,0.28,69.19,22.12,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-19 00:00:00,1.82,6.38,0.26,61.71,21.81,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-20 00:00:00,1.51,4.59,0.19,52.94,17.99,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-21 00:00:00,1.04,3.95,0.06,56.29,22.11,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-22 00:00:00,1.17,4.32,0.21,64.15,20.49,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-23 00:00:00,1.24,4.34,0.25,56.97,24.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-24 00:00:00,0.93,3.4,0.25,41.91,16.38,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-25 00:00:00,1.4,4.92,0.15,46.68,15.37,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-26 00:00:00,1.2,3.73,0.2,64.11,23.82,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-27 00:00:00,1.58,5.57,0.12,48.17,24.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-28 00:00:00,1.94,6.43,0.18,42.88,16.02,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-29 00:00:00,0.26,0.84,0.05,41.6,20.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-06-30 00:00:00,0.58,2.07,0.06,64.91,24.84,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-01 00:00:00,1.67,5.09,0.17,41.87,22.56,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-02 00:00:00,0.29,1.4,0.19,64.63,20.68,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-03 00:00:00,1.23,3.95,0.22,51.57,17.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-04 00:00:00,1.54,4.83,0.1,58.4,22.15,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-05 00:00:00,1.84,5.96,0.24,51.93,15.97,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-06 00:00:00,1.74,5.56,0.03,64.82,18.3,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-07 00:00:00,0.15,1.35,0.09,54.43,18.23,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-08 00:00:00,0.3,1.88,0.17,65.95,21.39,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-09 00:00:00,0.69,2.33,0.12,64.41,19.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-10 00:00:00,0.03,0.16,0.03,51.14,21.48,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-11 00:00:00,1.11,4.01,0.2,42.22,23.6,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-12 00:00:00,1.06,3.55,0.18,58.07,18.61,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-13 00:00:00,1.17,3.67,0.08,52.48,15.03,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-14 00:00:00,1.41,4.92,0.17,46.89,17.3,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-15 00:00:00,1.61,5.59,0.04,57.26,24.36,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-16 00:00:00,1.22,4.22,0.01,66.86,15.37,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-17 00:00:00,1.21,3.79,0.03,41.8,16.43,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-18 00:00:00,0.57,1.81,0.26,61.4,19.1,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-19 00:00:00,1.72,6.12,0.03,44.61,23.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-20 00:00:00,0.16,1.39,0.13,67.42,24.93,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-21 00:00:00,1.6,5.03,0.14,42.7,22.16,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-22 00:00:00,1.18,4.14,0.26,69.28,18.52,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-23 00:00:00,0.36,1.55,0.22,67.6,16.56,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-24 00:00:00,1.34,4.97,0.19,63.55,22.57,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-25 00:00:00,1.97,6.76,0.14,63.28,16.19,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-26 00:00:00,0.32,1.56,0.09,44.52,16.16,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-27 00:00:00,1.76,6.03,0.14,49.88,21.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-28 00:00:00,1.57,5.58,0.28,62.62,18.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-29 00:00:00,0.27,1.64,0.02,46.65,22.94,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-30 00:00:00,1.84,5.75,0.08,63.46,24.85,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-07-31 00:00:00,0.62,2.22,0.21,69.72,24.68,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-01 00:00:00,0.37,1.13,0.27,69.22,15.46,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-02 00:00:00,1.01,3.74,0.07,50.74,20.46,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-03 00:00:00,0.54,1.76,0.25,54.34,24.54,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-04 00:00:00,0.14,0.81,0.05,53.83,16.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-05 00:00:00,1.58,5.06,0.21,40.32,20.23,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-06 00:00:00,1.34,4.76,0.15,48.5,19.75,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-07 00:00:00,1.42,5.16,0.15,63.23,20.53,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-08 00:00:00,0.06,0.69,0.04,50.86,22.46,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-09 00:00:00,1.91,5.9,0.06,61.24,23.64,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-10 00:00:00,0.15,1.21,0.25,52.35,18.07,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-11 00:00:00,1.87,5.93,0.28,64.28,24.79,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-12 00:00:00,1.19,3.58,0.23,55.36,15.99,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-13 00:00:00,1.51,4.96,0.25,40.22,23.34,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-14 00:00:00,0.29,1.05,0.26,68.9,20.42,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-15 00:00:00,1.5,5.11,0.23,48.38,18.71,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-16 00:00:00,1.23,4.4,0.29,41.04,16.57,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-17 00:00:00,1.31,4.07,0.19,60.76,16.1,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-18 00:00:00,1.37,4.14,0.24,42.34,23.5,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-19 00:00:00,0.48,1.48,0.26,69.22,21.3,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-20 00:00:00,1.39,4.99,0.2,63.16,24.02,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-21 00:00:00,1.62,5.47,0.28,46.93,20.89,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-22 00:00:00,0.35,1.91,0.02,67.23,21.88,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-23 00:00:00,1.9,5.76,0.12,66.2,19.88,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-24 00:00:00,1.77,5.96,0.02,66.41,17.21,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-25 00:00:00,1.44,4.68,0.2,65.5,15.43,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-26 00:00:00,1.68,5.25,0.26,58.61,16.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-27 00:00:00,0.33,1.36,0.17,58.25,24.54,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-28 00:00:00,0.98,3.1,0.17,68.67,17.34,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-29 00:00:00,0.97,3.19,0.26,63.72,15.09,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-30 00:00:00,0.28,1.56,0.05,49.04,21.92,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-08-31 00:00:00,0.52,1.69,0.16,45.67,17.73,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-01 00:00:00,1.11,4.19,0.14,46.08,18.29,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-02 00:00:00,1.52,4.64,0.07,49.26,20.68,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-03 00:00:00,1.72,5.56,0.08,40.17,18.66,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-04 00:00:00,0.53,2.57,0.27,67.72,19.28,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-05 00:00:00,0.56,2.03,0.23,61.41,16.11,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-06 00:00:00,0.27,1.39,0.01,42.93,20.42,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-07 00:00:00,0.14,0.91,0.02,62.44,18.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-08 00:00:00,0.71,2.75,0.15,40.82,15.79,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-09 00:00:00,1.03,3.32,0.12,58.62,19.48,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-10 00:00:00,1.59,5.16,0.19,62.29,16.67,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-11 00:00:00,0.17,0.82,0.24,54.49,17.66,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-12 00:00:00,1.27,4.0,0.22,41.57,17.59,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-13 00:00:00,0.95,3.7,0.13,44.33,21.97,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-14 00:00:00,1.74,6.08,0.03,57.85,17.19,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-15 00:00:00,1.19,4.16,0.06,64.4,19.64,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-16 00:00:00,1.84,5.58,0.2,44.21,20.33,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-17 00:00:00,1.91,6.02,0.14,62.73,18.39,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-18 00:00:00,1.13,3.8,0.2,46.66,17.54,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-19 00:00:00,0.86,3.54,0.03,46.08,24.67,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-20 00:00:00,1.14,4.03,0.18,67.12,18.92,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-21 00:00:00,0.18,1.38,0.12,46.56,18.42,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-22 00:00:00,1.79,5.58,0.21,40.6,23.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-23 00:00:00,0.36,2.01,0.01,56.01,19.23,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-24 00:00:00,0.4,1.22,0.1,44.41,24.1,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-25 00:00:00,1.58,4.94,0.24,54.62,15.75,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-26 00:00:00,0.83,2.77,0.19,55.36,20.19,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-27 00:00:00,1.65,4.99,0.17,42.95,17.28,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-28 00:00:00,0.41,2.04,0.28,53.58,21.54,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-29 00:00:00,0.99,3.42,0.3,54.58,21.01,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-09-30 00:00:00,0.48,1.57,0.21,45.67,15.98,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-01 00:00:00,8.75,26.67,0.39,73.64,23.83,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-02 00:00:00,5.57,17.53,0.7,83.65,24.33,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-03 00:00:00,7.47,24.17,0.66,73.63,27.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-04 00:00:00,4.95,19.36,0.31,88.77,19.32,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-05 00:00:00,5.05,18.92,0.76,83.72,22.79,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-06 00:00:00,0.09,0.57,0.36,61.77,25.83,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-07 00:00:00,1.1,4.11,0.46,72.17,21.27,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-08 00:00:00,6.23,21.31,0.55,86.57,27.94,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-09 00:00:00,4.59,18.62,0.74,61.31,27.57,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-10 00:00:00,1.34,7.31,0.64,86.18,23.36,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-11 00:00:00,8.92,30.84,0.59,78.58,20.23,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-12 00:00:00,8.69,30.54,0.44,82.42,20.26,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-13 00:00:00,8.06,26.44,0.55,76.63,23.45,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-14 00:00:00,1.8,7.85,0.32,76.91,27.1,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-15 00:00:00,9.51,32.03,0.66,80.95,25.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-16 00:00:00,1.25,8.46,0.6,74.77,21.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-17 00:00:00,3.95,13.48,0.74,73.67,25.58,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-18 00:00:00,6.21,18.68,0.43,67.78,21.48,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-19 00:00:00,6.61,23.67,0.57,71.81,21.99,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-20 00:00:00,9.33,29.51,0.72,66.42,24.5,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-21 00:00:00,3.39,10.66,0.77,78.75,20.02,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-22 00:00:00,1.35,7.37,0.54,80.58,18.35,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-23 00:00:00,0.21,1.25,0.58,75.77,22.22,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-24 00:00:00,7.51,24.1,0.67,63.95,20.75,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-25 00:00:00,8.93,28.57,0.39,79.4,18.93,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-26 00:00:00,3.51,11.49,0.52,86.16,18.08,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-27 00:00:00,7.48,25.33,0.78,84.73,26.03,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-28 00:00:00,3.12,14.31,0.53,63.53,18.48,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-29 00:00:00,1.24,6.84,0.52,85.55,25.75,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-30 00:00:00,6.3,23.77,0.69,66.44,24.33,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-10-31 00:00:00,2.41,9.58,0.58,77.74,26.62,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-01 00:00:00,6.5,20.07,0.75,71.71,19.69,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-02 00:00:00,3.14,13.13,0.65,73.01,24.11,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-03 00:00:00,4.01,15.82,0.55,76.49,23.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-04 00:00:00,9.69,33.3,0.64,73.59,23.26,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-05 00:00:00,9.83,31.06,0.54,66.38,18.07,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-06 00:00:00,3.91,14.12,0.43,79.83,22.59,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-07 00:00:00,6.1,21.57,0.56,74.54,20.55,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-08 00:00:00,9.21,31.83,0.56,71.71,19.66,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-09 00:00:00,3.75,15.61,0.33,77.51,22.29,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-10 00:00:00,9.09,31.51,0.73,77.91,21.36,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-11 00:00:00,6.48,23.86,0.5,88.93,23.55,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-12 00:00:00,4.24,16.69,0.52,65.62,21.02,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-13 00:00:00,4.85,17.24,0.58,89.96,19.89,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-14 00:00:00,1.36,7.91,0.35,84.21,27.31,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-15 00:00:00,0.34,2.31,0.64,72.61,26.41,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-16 00:00:00,5.85,21.21,0.6,76.86,23.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-17 00:00:00,2.19,7.1,0.44,81.38,27.76,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-18 00:00:00,7.5,26.11,0.74,89.75,22.45,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-19 00:00:00,7.83,27.9,0.48,60.1,27.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-20 00:00:00,3.64,13.13,0.43,69.54,20.87,-1.3504,36.7344,https://openweathermap.org/
