ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude
Westlands,2022-05-28 00:00:00,1.48,5.02,0.52,73.33,27.78,-1.2687,36.8105
Westlands,2022-05-29 00:00:00,3.54,14.37,0.48,69.27,22.31,-1.2687,36.8105
Westlands,2022-05-30 00:00:00,5.96,22.87,0.64,71.97,21.55,-1.2687,36.8105
Westlands,2022-05-31 00:00:00,9.07,28.7,0.47,63.08,22.75,-1.2687,36.8105
Westlands,2022-06-01 00:00:00,0.7,2.78,0.05,63.79,24.48,-1.2687,36.8105
Westlands,2022-06-02 00:00:00,0.4,1.42,0.25,48.31,20.04,-1.2687,36.8105
Westlands,2022-06-03 00:00:00,1.17,3.8,0,69.86,18.2,-1.2687,36.8105
Westlands,2022-06-04 00:00:00,1.22,4.29,0.21,54.3,15.31,-1.2687,36.8105
Westlands,2022-06-05 00:00:00,0.05,0.94,0.27,69.01,21.09,-1.2687,36.8105
Westlands,2022-06-06 00:00:00,1.3,4.61,0.12,69.37,21.37,-1.2687,36.8105
Westlands,2022-06-07 00:00:00,0.91,2.89,0.19,58.01,22.36,-1.2687,36.8105
Westlands,2022-06-08 00:00:00,0.39,1.26,0.07,61.88,16.75,-1.2687,36.8105
Westlands,2022-06-09 00:00:00,0.35,1.65,0.24,67.25,22.05,-1.2687,36.8105
Westlands,2022-06-10 00:00:00,1.82,5.91,0.29,67.71,23.59,-1.2687,36.8105
Westlands,2022-06-11 00:00:00,0.56,2.01,0.04,43.19,20.23,-1.2687,36.8105
Westlands,2022-06-12 00:00:00,0.13,0.99,0.16,48.14,23.71,-1.2687,36.8105
Westlands,2022-06-13 00:00:00,1.01,3.5,0.09,50.23,15.85,-1.2687,36.8105
Westlands,2022-06-14 00:00:00,1.74,6.02,0.21,63.13,18.24,-1.2687,36.8105
Westlands,2022-06-15 00:00:00,1.97,6.04,0.19,43.53,16.95,-1.2687,36.8105
Westlands,2022-06-16 00:00:00,0.51,1.92,0.11,59.31,16.58,-1.2687,36.8105
Westlands,2022-06-17 00:00:00,0.21,1.25,0.26,67.92,17.29,-1.2687,36.8105
Westlands,2022-06-18 00:00:00,0.7,3.06,0.2,51.8,16.12,-1.2687,36.8105
Westlands,2022-06-19 00:00:00,1.34,4.85,0.06,59.95,15.17,-1.2687,36.8105
Westlands,2022-06-20 00:00:00,0.13,1.24,0.14,64.31,20.09,-1.2687,36.8105
Westlands,2022-06-21 00:00:00,1.33,4.64,0.25,42.33,16.48,-1.2687,36.8105
Westlands,2022-06-22 00:00:00,1.84,6.03,0.22,44.81,22.07,-1.2687,36.8105
Westlands,2022-06-23 00:00:00,1.57,5.69,0.12,48.79,22.49,-1.2687,36.8105
Westlands,2022-06-24 00:00:00,1.13,3.61,0.05,42.13,18.95,-1.2687,36.8105
Westlands,2022-06-25 00:00:00,0.03,0.63,0.07,49.03,16.58,-1.2687,36.8105
Westlands,2022-06-26 00:00:00,1,3.15,0.11,54.43,18.08,-1.2687,36.8105
Westlands,2022-06-27 00:00:00,1.89,6.06,0.01,55.13,22.52,-1.2687,36.8105
Westlands,2022-06-28 00:00:00,0.53,2.56,0.21,63.94,18.12,-1.2687,36.8105
Westlands,2022-06-29 00:00:00,0.01,0.94,0.08,52.29,21.33,-1.2687,36.8105
Westlands,2022-06-30 00:00:00,0.8,2.93,0.22,42.15,16.42,-1.2687,36.8105
Westlands,2022-07-01 00:00:00,1.81,5.92,0.22,49.43,21.04,-1.2687,36.8105
Westlands,2022-07-02 00:00:00,0.1,0.92,0.01,49.42,23.42,-1.2687,36.8105
Westlands,2022-07-03 00:00:00,0.67,2.02,0.21,54.41,24.89,-1.2687,36.8105
Westlands,2022-07-04 00:00:00,0.66,2.33,0.21,69.12,20.95,-1.2687,36.8105
Westlands,2022-07-05 00:00:00,1.96,6.78,0.3,56.96,16.13,-1.2687,36.8105
Westlands,2022-07-06 00:00:00,1.5,4.56,0.16,54.36,20.9,-1.2687,36.8105
Westlands,2022-07-07 00:00:00,1.46,4.65,0.22,43.55,24.51,-1.2687,36.8105
Westlands,2022-07-08 00:00:00,0.77,3.13,0.03,67.45,23.95,-1.2687,36.8105
Westlands,2022-07-09 00:00:00,0.37,1.78,0.04,46,16.7,-1.2687,36.8105
Westlands,2022-07-10 00:00:00,0.84,3.47,0.29,60.15,15.02,-1.2687,36.8105
Westlands,2022-07-11 00:00:00,0.56,2.2,0.05,67.72,18.37,-1.2687,36.8105
Westlands,2022-07-12 00:00:00,1.01,3.33,0.02,58.03,24.57,-1.2687,36.8105
Westlands,2022-07-13 00:00:00,1.73,5.54,0.13,64.54,19.09,-1.2687,36.8105
Westlands,2022-07-14 00:00:00,1.65,5.15,0.24,48.95,20.73,-1.2687,36.8105
Westlands,2022-07-15 00:00:00,0.46,1.76,0.16,51.11,23.57,-1.2687,36.8105
Westlands,2022-07-16 00:00:00,1.45,4.91,0.01,50.38,17.48,-1.2687,36.8105
Westlands,2022-07-17 00:00:00,1.56,5.09,0.27,54.23,23.58,-1.2687,36.8105
Westlands,2022-07-18 00:00:00,1.08,3.61,0.26,57.75,20.47,-1.2687,36.8105
Westlands,2022-07-19 00:00:00,1.47,4.95,0.19,54.4,15.6,-1.2687,36.8105
Westlands,2022-07-20 00:00:00,0.23,1.15,0.2,55.37,17.03,-1.2687,36.8105
Westlands,2022-07-21 00:00:00,1.86,5.93,0.23,56.26,18.45,-1.2687,36.8105
Westlands,2022-07-22 00:00:00,1.68,5.99,0.08,64.15,24.11,-1.2687,36.8105
Westlands,2022-07-23 00:00:00,0.04,0.9,0.06,40.43,19.46,-1.2687,36.8105
Westlands,2022-07-24 00:00:00,1.12,4.31,0.15,68.51,21.64,-1.2687,36.8105
Westlands,2022-07-25 00:00:00,0.89,2.69,0.23,66.69,24.25,-1.2687,36.8105
Westlands,2022-07-26 00:00:00,1.89,6.37,0.19,68.19,17.22,-1.2687,36.8105
Westlands,2022-07-27 00:00:00,0.05,0.3,0.3,50.96,19.67,-1.2687,36.8105
Westlands,2022-07-28 00:00:00,1.19,4.3,0.13,64.75,17.31,-1.2687,36.8105
Westlands,2022-07-29 00:00:00,0.26,1.46,0.24,64.99,15.32,-1.2687,36.8105
Westlands,2022-07-30 00:00:00,0.24,1.08,0.18,42.42,24.6,-1.2687,36.8105
Westlands,2022-07-31 00:00:00,0.52,1.77,0.06,53.74,16.24,-1.2687,36.8105
Westlands,2022-08-01 00:00:00,1.64,5.17,0.24,43.44,21.66,-1.2687,36.8105
Westlands,2022-08-02 00:00:00,1.52,4.95,0.06,58.97,21.87,-1.2687,36.8105
Westlands,2022-08-03 00:00:00,1.68,5.93,0.21,61.11,19.32,-1.2687,36.8105
Westlands,2022-08-04 00:00:00,0.16,1.08,0.18,61.7,21.52,-1.2687,36.8105
Westlands,2022-08-05 00:00:00,1.02,3.45,0.15,54.63,24,-1.2687,36.8105
Westlands,2022-08-06 00:00:00,1.91,6.04,0.11,54.09,20.12,-1.2687,36.8105
Westlands,2022-08-07 00:00:00,0.74,2.99,0.12,56.27,19.37,-1.2687,36.8105
Westlands,2022-08-08 00:00:00,1.1,3.65,0.07,62.29,19.04,-1.2687,36.8105
Westlands,2022-08-09 00:00:00,1.45,4.42,0.17,46.54,22.61,-1.2687,36.8105
Westlands,2022-08-10 00:00:00,1.6,5.32,0.29,66.25,23,-1.2687,36.8105
Westlands,2022-08-11 00:00:00,1.12,4.28,0.08,57.3,16.74,-1.2687,36.8105
Westlands,2022-08-12 00:00:00,1.09,4.24,0.11,46.55,20.71,-1.2687,36.8105
Westlands,2022-08-13 00:00:00,0.01,1.01,0.13,65.87,24.12,-1.2687,36.8105
Westlands,2022-08-14 00:00:00,0.65,2.65,0.07,47.28,18.11,-1.2687,36.8105
Westlands,2022-08-15 00:00:00,1.77,6.23,0.1,61.54,23.84,-1.2687,36.8105
Westlands,2022-08-16 00:00:00,1.38,4.9,0.2,48.42,21.74,-1.2687,36.8105
Westlands,2022-08-17 00:00:00,1.45,4.57,0.24,40.04,23.04,-1.2687,36.8105
Westlands,2022-08-18 00:00:00,1.95,6.22,0.24,52.72,21.16,-1.2687,36.8105
Westlands,2022-08-19 00:00:00,1.47,5.05,0.26,45.24,17.71,-1.2687,36.8105
Westlands,2022-08-20 00:00:00,1.08,3.77,0.07,41.43,15.67,-1.2687,36.8105
Westlands,2022-08-21 00:00:00,0.83,2.92,0.3,46.74,15.08,-1.2687,36.8105
Westlands,2022-08-22 00:00:00,1.27,4.26,0.12,53.26,21.3,-1.2687,36.8105
Westlands,2022-08-23 00:00:00,0.56,1.93,0.26,63.05,16.04,-1.2687,36.8105
Westlands,2022-08-24 00:00:00,1.09,3.49,0.16,42.9,18.05,-1.2687,36.8105
Westlands,2022-08-25 00:00:00,0.2,1.23,0.2,58.06,19.53,-1.2687,36.8105
Westlands,2022-08-26 00:00:00,1.49,5.05,0.06,62.56,22.94,-1.2687,36.8105
Westlands,2022-08-27 00:00:00,1.78,6.28,0.14,67.75,23.3,-1.2687,36.8105
Westlands,2022-08-28 00:00:00,1.47,5.26,0.2,48.34,15.94,-1.2687,36.8105
Westlands,2022-08-29 00:00:00,0.31,1.43,0.3,64.49,21.39,-1.2687,36.8105
Westlands,2022-08-30 00:00:00,1.53,5.47,0.14,60.18,24.13,-1.2687,36.8105
Westlands,2022-08-31 00:00:00,1.63,5.9,0.18,53.03,18.78,-1.2687,36.8105
Westlands,2022-09-01 00:00:00,1.86,6.01,0.29,68.39,15.85,-1.2687,36.8105
Westlands,2022-09-02 00:00:00,0.64,2.73,0.27,65.83,19.13,-1.2687,36.8105
Westlands,2022-09-03 00:00:00,1.89,6.44,0.24,56.65,19.51,-1.2687,36.8105
Westlands,2022-09-04 00:00:00,1.81,6.13,0.04,48.04,22.39,-1.2687,36.8105
Westlands,2022-09-05 00:00:00,1.56,4.97,0.25,60.62,22.33,-1.2687,36.8105
Westlands,2022-09-06 00:00:00,1.85,6.5,0.03,65.53,17.28,-1.2687,36.8105
Westlands,2022-09-07 00:00:00,1.96,6,0.02,60.24,20.41,-1.2687,36.8105
Westlands,2022-09-08 00:00:00,0.71,2.54,0.08,57.2,19.3,-1.2687,36.8105
Westlands,2022-09-09 00:00:00,1.11,3.66,0.02,58.1,17.76,-1.2687,36.8105
Westlands,2022-09-10 00:00:00,1.13,3.88,0.01,49.68,19.68,-1.2687,36.8105
Westlands,2022-09-11 00:00:00,0.79,2.58,0.13,63.44,16.92,-1.2687,36.8105
Westlands,2022-09-12 00:00:00,0.34,1.32,0.23,46.58,22.76,-1.2687,36.8105
Westlands,2022-09-13 00:00:00,1.18,3.67,0.19,66.38,16.46,-1.2687,36.8105
Westlands,2022-09-14 00:00:00,0.47,1.43,0.07,44.36,22.29,-1.2687,36.8105
Westlands,2022-09-15 00:00:00,0.84,2.55,0.24,43.29,24.71,-1.2687,36.8105
Westlands,2022-09-16 00:00:00,1.1,3.54,0.2,55.41,21.23,-1.2687,36.8105
Westlands,2022-09-17 00:00:00,1.53,5.51,0,64.85,17.13,-1.2687,36.8105
Westlands,2022-09-18 00:00:00,0.78,3.09,0.1,54.03,24.76,-1.2687,36.8105
Westlands,2022-09-19 00:00:00,0.52,1.7,0.17,40.54,19.97,-1.2687,36.8105
Westlands,2022-09-20 00:00:00,1.52,4.74,0.29,51.14,22.38,-1.2687,36.8105
Westlands,2022-09-21 00:00:00,1.63,5.7,0.25,56.99,22.55,-1.2687,36.8105
Westlands,2022-09-22 00:00:00,0.86,3.43,0.14,67.04,18.99,-1.2687,36.8105
Westlands,2022-09-23 00:00:00,0.68,2.98,0.1,60.14,19.12,-1.2687,36.8105
Westlands,2022-09-24 00:00:00,1.61,5.57,0.18,55.05,15.92,-1.2687,36.8105
Westlands,2022-09-25 00:00:00,1.85,6.32,0.18,66.09,20.11,-1.2687,36.8105
Westlands,2022-09-26 00:00:00,0.52,2.01,0.01,66.52,19.71,-1.2687,36.8105
Westlands,2022-09-27 00:00:00,0.94,3.78,0.03,46.36,17.91,-1.2687,36.8105
Westlands,2022-09-28 00:00:00,1.05,3.96,0.15,51.38,18.05,-1.2687,36.8105
Westlands,2022-09-29 00:00:00,0.8,2.45,0.11,42.56,23.7,-1.2687,36.8105
Westlands,2022-09-30 00:00:00,1.48,4.74,0.1,63.89,21.62,-1.2687,36.8105
Westlands,2022-10-01 00:00:00,9.98,31.82,0.35,86.62,20.61,-1.2687,36.8105
Westlands,2022-10-02 00:00:00,3.83,13.45,0.33,73.24,19.37,-1.2687,36.8105
Westlands,2022-10-03 00:00:00,9.94,32.91,0.77,83.96,27.96,-1.2687,36.8105
Westlands,2022-10-04 00:00:00,4.1,15.53,0.5,71.15,26.86,-1.2687,36.8105
Westlands,2022-10-05 00:00:00,1.19,7.82,0.32,66.47,21.99,-1.2687,36.8105
Westlands,2022-10-06 00:00:00,4.45,13.57,0.63,78.53,26.43,-1.2687,36.8105
Westlands,2022-10-07 00:00:00,3.79,11.47,0.79,69.51,19.45,-1.2687,36.8105
Westlands,2022-10-08 00:00:00,4.77,15.5,0.65,63.5,19.48,-1.2687,36.8105
Westlands,2022-10-09 00:00:00,1.78,8.23,0.67,81.09,26.73,-1.2687,36.8105
Westlands,2022-10-10 00:00:00,5.15,16.86,0.33,66.8,23.04,-1.2687,36.8105
Westlands,2022-10-11 00:00:00,5,16.29,0.41,84.38,22.34,-1.2687,36.8105
Westlands,2022-10-12 00:00:00,1.06,5.73,0.32,84.33,19.18,-1.2687,36.8105
Westlands,2022-10-13 00:00:00,6.99,25.85,0.5,73.56,21.66,-1.2687,36.8105
Westlands,2022-10-14 00:00:00,7.1,25.26,0.31,82.04,24.15,-1.2687,36.8105
Westlands,2022-10-15 00:00:00,9.07,30.82,0.79,79.17,24.85,-1.2687,36.8105
Westlands,2022-10-16 00:00:00,6.15,20.14,0.5,78.89,23.74,-1.2687,36.8105
Westlands,2022-10-17 00:00:00,8.79,27.23,0.59,89.72,19.82,-1.2687,36.8105
Westlands,2022-10-18 00:00:00,4.05,15.18,0.73,60.84,21.03,-1.2687,36.8105
Westlands,2022-10-19 00:00:00,0.82,2.77,0.51,68.69,26.15,-1.2687,36.8105
Westlands,2022-10-20 00:00:00,4.62,14.15,0.48,86.28,25.38,-1.2687,36.8105
Westlands,2022-10-21 00:00:00,0.98,7.19,0.47,82.3,21.35,-1.2687,36.8105
Westlands,2022-10-22 00:00:00,0.11,1.58,0.5,82.16,24.44,-1.2687,36.8105
Westlands,2022-10-23 00:00:00,9.22,29.71,0.59,76.39,18.35,-1.2687,36.8105
Westlands,2022-10-24 00:00:00,0.44,5.6,0.54,71.72,20.76,-1.2687,36.8105
Westlands,2022-10-25 00:00:00,1.28,6.13,0.44,77.69,22.48,-1.2687,36.8105
Westlands,2022-10-26 00:00:00,7.43,26.55,0.76,87.02,23.56,-1.2687,36.8105
Westlands,2022-10-27 00:00:00,5.08,18.86,0.53,79.71,25.68,-1.2687,36.8105
Westlands,2022-10-28 00:00:00,8.16,28.94,0.39,67.39,22.68,-1.2687,36.8105
Westlands,2022-10-29 00:00:00,7.43,24.02,0.7,89.93,18.31,-1.2687,36.8105
Westlands,2022-10-30 00:00:00,4.73,14.98,0.62,73,19.59,-1.2687,36.8105
Westlands,2022-10-31 00:00:00,7.35,22.17,0.64,68.21,22.09,-1.2687,36.8105
Westlands,2022-11-01 00:00:00,9.49,32.2,0.79,83.14,27.34,-1.2687,36.8105
Westlands,2022-11-02 00:00:00,3.49,12.37,0.46,78.13,26.99,-1.2687,36.8105
Westlands,2022-11-03 00:00:00,5.21,19.81,0.49,78.5,24.18,-1.2687,36.8105
Westlands,2022-11-04 00:00:00,1.44,5.29,0.6,64.5,18.2,-1.2687,36.8105
Westlands,2022-11-05 00:00:00,1.92,10.28,0.55,85.76,26.51,-1.2687,36.8105
Westlands,2022-11-06 00:00:00,8.83,29.87,0.76,74.12,25.3,-1.2687,36.8105
Westlands,2022-11-07 00:00:00,2.9,13.3,0.64,81.64,25.28,-1.2687,36.8105
Westlands,2022-11-08 00:00:00,4.94,18.74,0.67,87.9,20.43,-1.2687,36.8105
Westlands,2022-11-09 00:00:00,0.88,5.36,0.4,80.47,19.59,-1.2687,36.8105
Westlands,2022-11-10 00:00:00,4.97,16.31,0.5,88.2,18.83,-1.2687,36.8105
Westlands,2022-11-11 00:00:00,8.81,29.91,0.52,61.36,19.48,-1.2687,36.8105
Westlands,2022-11-12 00:00:00,4.08,14.75,0.58,69.89,26.22,-1.2687,36.8105
Westlands,2022-11-13 00:00:00,9.78,32.97,0.48,69.74,27.25,-1.2687,36.8105
Westlands,2022-11-14 00:00:00,9.79,31.29,0.63,79.76,23.73,-1.2687,36.8105
Westlands,2022-11-15 00:00:00,5.03,17.23,0.69,73.8,26.57,-1.2687,36.8105
Westlands,2022-11-16 00:00:00,2.72,10.76,0.43,86.62,25.98,-1.2687,36.8105
Westlands,2022-11-17 00:00:00,2.29,8.83,0.44,63.91,19.77,-1.2687,36.8105
Westlands,2022-11-18 00:00:00,4.87,16.85,0.58,80.85,25.75,-1.2687,36.8105
Westlands,2022-11-19 00:00:00,3.74,13.7,0.47,68.31,24.64,-1.2687,36.8105
Westlands,2022-11-20 00:00:00,7.4,26.29,0.37,72.73,23.7,-1.2687,36.8105
Westlands,2022-11-21 00:00:00,7.3,22.04,0.59,81.33,19.5,-1.2687,36.8105
Westlands,2022-11-22 00:00:00,9.47,28.89,0.69,62.85,18.59,-1.2687,36.8105
Westlands,2022-11-23 00:00:00,1.3,6.72,0.38,60.85,20.04,-1.2687,36.8105
Westlands,2022-11-24 00:00:00,8.43,25.44,0.74,87.68,27,-1.2687,36.8105
Westlands,2022-11-25 00:00:00,4.42,14.9,0.31,70.44,25.19,-1.2687,36.8105
Westlands,2022-11-26 00:00:00,6.15,18.52,0.73,68.16,26.75,-1.2687,36.8105
Westlands,2022-11-27 00:00:00,1.74,5.43,0.34,77.29,19.86,-1.2687,36.8105
Westlands,2022-11-28 00:00:00,5.02,17.65,0.64,64.1,21.26,-1.2687,36.8105
Westlands,2022-11-29 00:00:00,5.92,18.58,0.78,64.76,19.92,-1.2687,36.8105
Westlands,2022-11-30 00:00:00,1.77,9.86,0.33,74.46,25.24,-1.2687,36.8105
Westlands,2022-12-01 00:00:00,2,6.73,0.57,72.41,18.73,-1.2687,36.8105
Westlands,2022-12-02 00:00:00,7.16,21.67,0.63,78.71,26.24,-1.2687,36.8105
Westlands,2022-12-03 00:00:00,0.38,2.32,0.69,78.31,20.58,-1.2687,36.8105
Westlands,2022-12-04 00:00:00,3.62,13.86,0.52,86.72,24.99,-1.2687,36.8105
Westlands,2022-12-05 00:00:00,9.43,31.96,0.4,72.05,24.47,-1.2687,36.8105
Westlands,2022-12-06 00:00:00,9.64,32.72,0.32,69.92,18.94,-1.2687,36.8105
Westlands,2022-12-07 00:00:00,6.88,22.36,0.41,78.21,22.18,-1.2687,36.8105
Westlands,2022-12-08 00:00:00,4,12.38,0.32,65.4,24.75,-1.2687,36.8105
Westlands,2022-12-09 00:00:00,1.84,9.52,0.66,73.88,21.74,-1.2687,36.8105
Westlands,2022-12-10 00:00:00,0.37,4.04,0.56,83.16,24.43,-1.2687,36.8105
Westlands,2022-12-11 00:00:00,0.49,5.5,0.34,63.12,18.58,-1.2687,36.8105
Westlands,2022-12-12 00:00:00,4.72,16.18,0.55,73.72,24.51,-1.2687,36.8105
Westlands,2022-12-13 00:00:00,9.76,30,0.52,72.28,18.77,-1.2687,36.8105
Westlands,2022-12-14 00:00:00,6.45,23.1,0.7,65.26,26.71,-1.2687,36.8105
Westlands,2022-12-15 00:00:00,2.25,10.2,0.48,75.14,24.4,-1.2687,36.8105
Westlands,2022-12-16 00:00:00,2.15,11.23,0.78,70.69,26.71,-1.2687,36.8105
Westlands,2022-12-17 00:00:00,0.77,2.39,0.56,78.84,20.71,-1.2687,36.8105
Westlands,2022-12-18 00:00:00,9.5,31.06,0.41,62.44,25.48,-1.2687,36.8105
Westlands,2022-12-19 00:00:00,5.37,16.73,0.38,81.41,20.63,-1.2687,36.8105
Westlands,2022-12-20 00:00:00,9.51,32.96,0.48,69.42,24.74,-1.2687,36.8105
Westlands,2022-12-21 00:00:00,3.51,15.3,0.58,74.34,19.19,-1.2687,36.8105
Westlands,2022-12-22 00:00:00,8.19,26.31,0.75,66.23,19.93,-1.2687,36.8105
Westlands,2022-12-23 00:00:00,6.14,19.35,0.63,71.74,19.64,-1.2687,36.8105
Westlands,2022-12-24 00:00:00,5.42,19.14,0.56,78.71,24.58,-1.2687,36.8105
Westlands,2022-12-25 00:00:00,7.18,26.45,0.53,60.04,20.68,-1.2687,36.8105
Westlands,2022-12-26 00:00:00,0.6,3.34,0.35,70.04,24.19,-1.2687,36.8105
Westlands,2022-12-27 00:00:00,8.27,27.29,0.73,78.15,25.92,-1.2687,36.8105
Westlands,2022-12-28 00:00:00,6.36,19.77,0.51,86.43,23.33,-1.2687,36.8105
Westlands,2022-12-29 00:00:00,0.46,5.51,0.65,69.02,19.3,-1.2687,36.8105
Westlands,2022-12-30 00:00:00,8.31,27.82,0.61,82.33,26.4,-1.2687,36.8105
Westlands,2022-12-31 00:00:00,9.53,29.96,0.74,89.27,26.34,-1.2687,36.8105
Dagoretti,2020-01-01 00:00:00,0.82,2.47,0.09,49.94,17.62,-1.2889,36.7444
Dagoretti,2020-01-02 00:00:00,1.28,4.67,0.26,47.1,21.59,-1.2889,36.7444
Dagoretti,2020-01-03 00:00:00,1.02,3.41,0.26,62.66,19.97,-1.2889,36.7444
Dagoretti,2020-01-04 00:00:00,0.97,3.04,0.29,60.43,21.71,-1.2889,36.7444
Dagoretti,2020-01-05 00:00:00,1.63,5.39,0.22,53.45,17.53,-1.2889,36.7444
Dagoretti,2020-01-06 00:00:00,1.73,6.2,0.18,57.49,19.38,-1.2889,36.7444
Dagoretti,2020-01-07 00:00:00,0.01,1.03,0.01,59.77,18.08,-1.2889,36.7444
Dagoretti,2020-01-08 00:00:00,0.21,1.58,0.01,49.4,22.44,-1.2889,36.7444
Dagoretti,2020-01-09 00:00:00,1.45,4.45,0.24,68.43,23.42,-1.2889,36.7444
Dagoretti,2020-01-10 00:00:00,1.99,6.35,0.03,44.73,16.86,-1.2889,36.7444
Dagoretti,2020-01-11 00:00:00,0.59,2.18,0.01,54.31,16.41,-1.2889,36.7444
Dagoretti,2020-01-12 00:00:00,0.43,1.62,0.03,43.68,16.15,-1.2889,36.7444
Dagoretti,2020-01-13 00:00:00,0.63,2.89,0.14,42.52,24.73,-1.2889,36.7444
Dagoretti,2020-01-14 00:00:00,0.89,3.26,0.11,43.09,24.83,-1.2889,36.7444
Dagoretti,2020-01-15 00:00:00,0.47,2.09,0.28,67.23,23.17,-1.2889,36.7444
Dagoretti,2020-01-16 00:00:00,1.17,4.44,0.3,48.2,21.16,-1.2889,36.7444
Dagoretti,2020-01-17 00:00:00,1.54,5.44,0.27,62.22,24.38,-1.2889,36.7444
Dagoretti,2020-01-18 00:00:00,0.83,3.28,0.14,46.3,15.98,-1.2889,36.7444
Dagoretti,2020-01-19 00:00:00,0.17,1.46,0.21,60.49,16.8,-1.2889,36.7444
Dagoretti,2020-01-20 00:00:00,0.85,2.6,0.22,65,24.93,-1.2889,36.7444
Dagoretti,2020-01-21 00:00:00,1.41,5.04,0.2,63.48,22.48,-1.2889,36.7444
Dagoretti,2020-01-22 00:00:00,1.25,4.02,0.18,58.19,15.66,-1.2889,36.7444
Dagoretti,2020-01-23 00:00:00,1.45,4.8,0.23,51.81,20.31,-1.2889,36.7444
Dagoretti,2020-01-24 00:00:00,0.17,0.61,0.11,60.64,19.26,-1.2889,36.7444
Dagoretti,2020-01-25 00:00:00,1.78,5.73,0.21,47.18,15.21,-1.2889,36.7444
Dagoretti,2020-01-26 00:00:00,0.32,1.74,0.12,58.98,16.49,-1.2889,36.7444
Dagoretti,2020-01-27 00:00:00,1.48,5.21,0.09,59.42,21.51,-1.2889,36.7444
Dagoretti,2020-01-28 00:00:00,0.55,2.23,0.05,50.87,19.92,-1.2889,36.7444
Dagoretti,2020-01-29 00:00:00,0.28,1,0.26,63.48,22.83,-1.2889,36.7444
Dagoretti,2020-01-30 00:00:00,1.76,6.13,0.05,45.78,19.07,-1.2889,36.7444
Dagoretti,2020-01-31 00:00:00,0.16,0.76,0.06,61.51,24.18,-1.2889,36.7444
Dagoretti,2020-02-01 00:00:00,1.43,5.15,0.08,63.27,19.7,-1.2889,36.7444
Dagoretti,2020-02-02 00:00:00,0.81,2.82,0.21,50.83,21.19,-1.2889,36.7444
Dagoretti,2020-02-03 00:00:00,1.35,4.34,0.16,60.84,15.06,-1.2889,36.7444
Dagoretti,2020-02-04 00:00:00,0.52,2.5,0.29,64.39,18.28,-1.2889,36.7444
Dagoretti,2020-02-05 00:00:00,1.77,6.14,0.08,40.28,23.64,-1.2889,36.7444
Dagoretti,2020-02-06 00:00:00,1.85,6.45,0.1,66.72,24.15,-1.2889,36.7444
Dagoretti,2020-02-07 00:00:00,0.29,1.69,0.12,68.03,17.05,-1.2889,36.7444
Dagoretti,2020-02-08 00:00:00,0.93,3.44,0.19,67.54,24.32,-1.2889,36.7444
Dagoretti,2020-02-09 00:00:00,1.69,5.49,0.01,42.74,20.05,-1.2889,36.7444
Dagoretti,2020-02-10 00:00:00,0.63,2.67,0.25,43.21,18.82,-1.2889,36.7444
Dagoretti,2020-02-11 00:00:00,1.51,5.47,0.25,40.32,16.14,-1.2889,36.7444
Dagoretti,2020-02-12 00:00:00,0.08,0.51,0.09,48.97,17.25,-1.2889,36.7444
Dagoretti,2020-02-13 00:00:00,1.77,5.84,0.24,42.05,20.46,-1.2889,36.7444
Dagoretti,2020-02-14 00:00:00,1.06,4.16,0.3,46.06,21.44,-1.2889,36.7444
Dagoretti,2020-02-15 00:00:00,1.32,4.33,0.18,49.45,21.62,-1.2889,36.7444
Dagoretti,2020-02-16 00:00:00,0.28,1.15,0.09,53.91,23.54,-1.2889,36.7444
Dagoretti,2020-02-17 00:00:00,1.14,3.87,0.28,56.78,18.4,-1.2889,36.7444
Dagoretti,2020-02-18 00:00:00,1.19,4.4,0.3,62.5,24.75,-1.2889,36.7444
Dagoretti,2020-02-19 00:00:00,0.62,2.73,0.19,55.32,21.2,-1.2889,36.7444
Dagoretti,2020-02-20 00:00:00,1.66,5.98,0.04,56.93,20.49,-1.2889,36.7444
Dagoretti,2020-02-21 00:00:00,1.69,5.41,0.13,65.31,22.07,-1.2889,36.7444
Dagoretti,2020-02-22 00:00:00,1.79,5.88,0.19,48.59,20.68,-1.2889,36.7444
Dagoretti,2020-02-23 00:00:00,0.32,1.19,0.13,41.27,20.26,-1.2889,36.7444
Dagoretti,2020-02-24 00:00:00,0.28,1.14,0.19,42.81,20.52,-1.2889,36.7444
Dagoretti,2020-02-25 00:00:00,0.68,3.05,0.1,56.06,17.21,-1.2889,36.7444
Dagoretti,2020-02-26 00:00:00,1.34,4.85,0.02,65.34,22.57,-1.2889,36.7444
Dagoretti,2020-02-27 00:00:00,0.7,2.75,0.28,47.87,22.89,-1.2889,36.7444
Dagoretti,2020-02-28 00:00:00,0.66,2.19,0,54.11,17.47,-1.2889,36.7444
Dagoretti,2020-02-29 00:00:00,1.4,4.9,0.15,45.77,24.65,-1.2889,36.7444
Dagoretti,2020-03-01 00:00:00,3.31,13.75,0.33,89.36,23.29,-1.2889,36.7444
Dagoretti,2020-03-02 00:00:00,6.1,20.69,0.73,60.28,25.13,-1.2889,36.7444
Dagoretti,2020-03-03 00:00:00,1.58,5.51,0.51,80.51,26.4,-1.2889,36.7444
Dagoretti,2020-03-04 00:00:00,7.79,24.02,0.41,63.49,18.36,-1.2889,36.7444
